symbol,type,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,lot_size,profit,exit_reason,rr_ratio,session,day_of_week
NAS100.,LONG,2025-08-20 09:35:00,2025-08-20 11:25:00,23325.2,23307.976785714287,23307.976785714287,23368.258035714287,5.9,-101.61696428571122,SL,2.5,EUROPE,2
NAS100.,SHORT,2025-08-21 03:00:00,2025-08-21 03:20:00,23248.77,23220.46285714286,23262.92357142857,23220.46285714286,5.0,141.53571428571013,TP,2.0,ASIA,3
SP500.,SHORT,2025-08-21 02:35:00,2025-08-21 03:20:00,6394.64,6389.713571428571,6397.103214285715,6389.713571428571,29.2,143.85171428572428,TP,2.0,ASIA,3
SP500.,LONG,2025-08-21 05:10:00,2025-08-21 07:00:00,6403.01,6398.873214285714,6398.873214285714,6411.283571428572,24.3,-100.52389285714753,SL,2.0,ASIA,3
DJ30.,LONG,2025-08-21 05:10:00,2025-08-21 07:05:00,44953.46,44931.13857142857,44931.13857142857,44998.102857142854,4.5,-100.4464285714239,SL,2.0,ASIA,3
NAS100.,LONG,2025-08-21 05:05:00,2025-08-21 08:05:00,23279.02,23257.273571428574,23257.273571428574,23322.512857142854,4.6,-100.03357142856329,SL,2.0,ASIA,3
DJ30.,SHORT,2025-08-21 08:00:00,2025-08-21 09:00:00,44918.46,44935.06357142857,44935.06357142857,44876.95107142858,4.8,-79.69714285712689,SL,2.5,EUROPE,3
NAS100.,SHORT,2025-08-21 08:15:00,2025-08-21 09:10:00,23267.52,23280.67357142857,23280.67357142857,23234.636071428573,5.3,-69.71392857142637,SL,2.5,EUROPE,3
NAS100.,LONG,2025-08-21 09:30:00,2025-08-21 10:00:00,23295.77,23279.136071428573,23279.136071428573,23337.35482142857,3.3,-54.891964285710856,SL,2.5,EUROPE,3
SP500.,LONG,2025-08-21 09:40:00,2025-08-21 10:00:00,6402.14,6398.954642857143,6398.954642857143,6410.103392857143,17.4,-55.42521428571799,SL,2.5,EUROPE,3
SP500.,SHORT,2025-08-21 11:45:00,2025-08-21 13:15:00,6393.89,6382.074821428572,6398.616071428572,6382.074821428572,9.4,111.06267857142393,TP,2.5,EUROPE,3
NAS100.,SHORT,2025-08-21 11:50:00,2025-08-21 14:45:00,23256.77,23201.078035714287,23279.046785714287,23201.078035714287,1.9,105.81473214285614,TP,2.5,EUROPE,3
DJ30.,SHORT,2025-08-22 05:50:00,2025-08-22 06:00:00,44836.46,44803.74571428571,44852.817142857144,44803.74571428571,4.0,130.8571428571595,TP,2.0,ASIA,4
NAS100.,LONG,2025-08-22 08:00:00,2025-08-22 08:05:00,23145.77,23136.996785714287,23136.996785714287,23167.703035714283,9.0,-78.95892857141735,SL,2.5,EUROPE,4
SP500.,LONG,2025-08-22 11:00:00,2025-08-22 11:40:00,6376.26,6385.843035714286,6372.426785714286,6385.843035714286,18.6,178.24446428571719,TP,2.5,EUROPE,4
NAS100.,LONG,2025-08-22 11:10:00,2025-08-22 14:40:00,23169.77,23183.27,23150.218214285713,23218.64946428572,3.6,48.6,TIME,2.5,EUROPE,4
DJ30.,LONG,2025-08-25 01:55:00,2025-08-25 03:30:00,45672.45,45647.45107142857,45647.45107142857,45722.44785714285,3.7,-92.49603571427434,SL,2.0,ASIA,0
SP500.,LONG,2025-08-25 02:15:00,2025-08-25 03:35:00,6470.33,6467.441071428571,6467.441071428571,6476.107857142857,32.5,-93.8901785714279,SL,2.0,ASIA,0
DJ30.,LONG,2025-08-25 07:50:00,2025-08-25 08:50:00,45636.45,45658.09285714285,45625.62857142857,45658.09285714285,6.9,149.33571428569994,TP,2.0,ASIA,0
NAS100.,LONG,2025-08-25 07:25:00,2025-08-25 09:35:00,23493.3,23485.076785714286,23485.076785714286,23509.746428571427,9.1,-74.83124999999526,SL,2.0,ASIA,0
SP500.,LONG,2025-08-25 07:25:00,2025-08-25 09:35:00,6467.2,6465.513571428572,6465.513571428572,6470.572857142856,44.7,-75.38335714284159,SL,2.0,ASIA,0
NAS100.,SHORT,2025-08-25 10:00:00,2025-08-25 12:10:00,23465.05,23432.03660714285,23478.255357142858,23432.03660714285,5.7,188.17633928574688,TP,2.5,EUROPE,0
SP500.,SHORT,2025-08-25 10:05:00,2025-08-25 12:10:00,6463.45,6457.024107142855,6466.020357142857,6457.024107142855,29.3,188.27866071433064,TP,2.5,EUROPE,0
DJ30.,SHORT,2025-08-25 10:20:00,2025-08-25 13:50:00,45606.45,45568.45,45626.37857142857,45556.62857142856,3.7,140.6,TIME,2.5,EUROPE,0
DJ30.,LONG,2025-08-26 02:05:00,2025-08-26 02:25:00,45357.49,45344.32035714285,45344.32035714285,45383.82928571429,9.6,-126.42857142859138,SL,2.0,ASIA,1
DJ30.,SHORT,2025-08-26 03:00:00,2025-08-26 03:05:00,45314.19,45343.00428571428,45343.00428571428,45256.56142857144,3.9,-112.37571428569645,SL,2.0,ASIA,1
DJ30.,SHORT,2025-08-26 03:20:00,2025-08-26 03:40:00,45321.19,45238.990000000005,45362.29,45238.990000000005,2.5,205.49999999999272,TP,2.0,ASIA,1
SP500.,LONG,2025-08-26 07:05:00,2025-08-26 07:35:00,6436.41,6434.356428571428,6434.356428571428,6440.517142857143,60.2,-123.62500000000783,SL,2.0,ASIA,1
NAS100.,LONG,2025-08-26 06:50:00,2025-08-26 07:40:00,23396.45,23386.15,23386.15,23417.05,12.0,-123.59999999999127,SL,2.0,ASIA,1
DJ30.,LONG,2025-08-26 08:20:00,2025-08-26 09:20:00,45268.49,45252.29714285714,45252.29714285714,45308.97214285714,6.1,-98.77642857143364,SL,2.5,EUROPE,1
DJ30.,SHORT,2025-08-26 10:05:00,2025-08-26 10:30:00,45177.49,45214.53285714286,45214.53285714286,45084.88285714284,2.4,-88.9028571428731,SL,2.5,EUROPE,1
NAS100.,SHORT,2025-08-26 10:10:00,2025-08-26 10:30:00,23378.75,23398.201785714286,23398.201785714286,23330.120535714286,4.5,-87.53303571428478,SL,2.5,EUROPE,1
SP500.,SHORT,2025-08-26 10:05:00,2025-08-26 10:30:00,6429.91,6434.66,6434.66,6418.035,18.7,-88.825,SL,2.5,EUROPE,1
DJ30.,LONG,2025-08-26 12:55:00,2025-08-26 14:30:00,45249.99,45227.20071428572,45227.20071428572,45306.9632142857,2.7,-61.53107142855516,SL,2.5,EUROPE,1
NAS100.,LONG,2025-08-26 12:15:00,2025-08-26 14:30:00,23423.0,23407.803571428572,23407.803571428572,23460.99107142857,4.1,-62.30535714285288,SL,2.5,EUROPE,1
SP500.,LONG,2025-08-26 12:30:00,2025-08-26 14:30:00,6439.41,6435.838571428571,6435.838571428571,6448.3385714285705,17.5,-62.499999999997726,SL,2.5,EUROPE,1
NAS100.,SHORT,2025-08-27 03:45:00,2025-08-27 04:00:00,23548.55,23555.942857142858,23555.942857142858,23533.764285714282,5.9,-43.61785714286634,SL,2.0,ASIA,2
DJ30.,SHORT,2025-08-27 03:45:00,2025-08-27 04:05:00,45456.49,45467.525714285715,45467.525714285715,45434.41857142856,3.9,-43.039285714297876,SL,2.0,ASIA,2
SP500.,SHORT,2025-08-27 03:50:00,2025-08-27 04:05:00,6474.16,6475.29,6475.29,6471.9,38.9,-43.95700000000424,SL,2.0,ASIA,2
DJ30.,LONG,2025-08-27 05:00:00,2025-08-27 07:35:00,45474.49,45495.49,45463.99,45495.49,2.9,60.9,TP,2.0,ASIA,2
DJ30.,SHORT,2025-08-27 08:15:00,2025-08-27 09:25:00,45461.49,45471.49,45471.49,45436.49,3.7,-37.0,SL,2.5,EUROPE,2
NAS100.,LONG,2025-08-27 13:25:00,2025-08-27 15:25:00,23554.8,23546.639285714286,23546.639285714286,23575.201785714286,4.0,-32.642857142855064,SL,2.5,EUROPE,2
NAS100.,LONG,2025-08-28 04:25:00,2025-08-28 05:15:00,23482.65,23512.803571428572,23467.573214285716,23512.803571428572,1.9,57.29178571428492,TP,2.0,ASIA,3
SP500.,LONG,2025-08-28 04:20:00,2025-08-28 05:15:00,6471.36,6479.006428571428,6467.5367857142855,6479.006428571428,7.8,59.64214285714042,TP,2.0,ASIA,3
DJ30.,SHORT,2025-08-28 08:45:00,2025-08-28 09:00:00,45657.49,45675.09714285714,45675.09714285714,45613.472142857136,2.3,-40.49642857143335,SL,2.5,EUROPE,3
NAS100.,SHORT,2025-08-28 08:45:00,2025-08-28 09:15:00,23499.4,23510.141071428574,23510.141071428574,23472.54732142857,3.8,-40.81607142857538,SL,2.5,EUROPE,3
SP500.,SHORT,2025-08-28 08:40:00,2025-08-28 09:20:00,6477.24,6479.367857142857,6479.367857142857,6471.920357142856,19.6,-41.70600000000632,SL,2.5,EUROPE,3
SP500.,SHORT,2025-08-28 13:15:00,2025-08-28 13:25:00,6488.21,6490.668214285714,6490.668214285714,6482.064464285714,11.9,-29.25275000000074,SL,2.5,EUROPE,3
DJ30.,SHORT,2025-08-28 12:35:00,2025-08-28 13:40:00,45697.99,45657.20428571428,45714.30428571429,45657.20428571428,1.8,73.41428571429132,TP,2.5,EUROPE,3
SP500.,SHORT,2025-08-29 01:40:00,2025-08-29 02:35:00,6503.76,6505.9689285714285,6505.9689285714285,6499.342142857144,15.3,-33.79660714285237,SL,2.0,ASIA,4
DJ30.,SHORT,2025-08-29 01:15:00,2025-08-29 03:15:00,45593.49,45623.656071428566,45623.656071428566,45533.15785714286,1.1,-33.182678571424916,SL,2.0,ASIA,4
NAS100.,SHORT,2025-08-29 01:00:00,2025-08-29 04:30:00,23714.2,23693.0,23727.8625,23686.875000000004,2.4,50.88000000000174,TIME,2.0,ASIA,4
DJ30.,SHORT,2025-09-01 05:00:00,2025-09-01 05:20:00,45644.45,45608.66428571429,45662.34285714285,45608.66428571429,1.8,64.41428571427824,TP,2.0,ASIA,0
NAS100.,SHORT,2025-09-01 05:05:00,2025-09-01 05:20:00,23467.3,23442.175,23479.8625,23442.175,2.5,62.8125,TP,2.0,ASIA,0
SP500.,SHORT,2025-09-01 05:05:00,2025-09-01 05:20:00,6475.2,6470.059285714285,6477.770357142857,6470.059285714285,12.5,64.25892857143936,TP,2.0,ASIA,0
SP500.,LONG,2025-09-01 10:15:00,2025-09-01 11:35:00,6465.25,6477.807142857142,6460.227142857143,6477.807142857142,10.2,128.08285714284864,TP,2.5,EUROPE,0
NAS100.,LONG,2025-09-01 10:15:00,2025-09-01 13:45:00,23418.55,23450.05,23389.755357142858,23490.53660714285,1.7,53.55,TIME,2.5,EUROPE,0
DJ30.,LONG,2025-09-01 10:25:00,2025-09-01 13:55:00,45597.15,45596.15,45564.450000000004,45678.899999999994,1.5,-1.5,TIME,2.5,EUROPE,0
DJ30.,SHORT,2025-09-01 13:35:00,2025-09-01 14:45:00,45595.95,45545.43214285714,45616.15714285714,45545.43214285714,3.1,156.6053571428507,TP,2.5,EUROPE,0
NAS100.,LONG,2025-09-02 04:45:00,2025-09-02 04:50:00,23439.85,23428.680357142857,23428.680357142857,23462.18928571428,7.6,-84.88928571427387,SL,2.0,ASIA,1
DJ30.,LONG,2025-09-02 04:40:00,2025-09-02 04:55:00,45589.45,45577.45,45577.45,45613.45,7.0,-84.0,SL,2.0,ASIA,1
DJ30.,SHORT,2025-09-02 05:25:00,2025-09-02 06:45:00,45543.45,45564.12857142857,45564.12857142857,45502.09285714285,3.2,-66.1714285714319,SL,2.0,ASIA,1
DJ30.,LONG,2025-09-02 07:45:00,2025-09-02 08:05:00,45570.45,45557.271428571425,45557.271428571425,45596.80714285714,4.6,-60.62142857143335,SL,2.0,ASIA,1
SP500.,SHORT,2025-09-03 03:30:00,2025-09-03 03:40:00,6429.69,6431.963928571428,6431.963928571428,6425.142142857142,24.4,-55.48385714286196,SL,2.0,ASIA,2
DJ30.,SHORT,2025-09-03 02:40:00,2025-09-03 04:20:00,45245.46,45205.82428571428,45265.27785714286,45205.82428571428,2.8,110.98000000000465,TP,2.0,ASIA,2
NAS100.,SHORT,2025-09-03 03:35:00,2025-09-03 04:20:00,23309.11,23285.79928571429,23320.765357142856,23285.79928571429,4.7,109.56035714284444,TP,2.0,ASIA,2
NAS100.,LONG,2025-09-03 07:30:00,2025-09-03 08:05:00,23305.61,23292.94392857143,23292.94392857143,23330.942142857144,5.6,-70.93000000000174,SL,2.0,ASIA,2
NAS100.,SHORT,2025-09-04 06:30:00,2025-09-04 07:00:00,23434.31,23449.222500000003,23449.222500000003,23404.484999999997,4.3,-64.12375000000938,SL,2.0,ASIA,3
SP500.,SHORT,2025-09-04 06:25:00,2025-09-04 07:10:00,6457.4,6460.273571428572,6460.273571428572,6451.652857142855,22.5,-64.65535714287398,SL,2.0,ASIA,3
SP500.,LONG,2025-09-04 08:05:00,2025-09-04 08:20:00,6462.52,6460.595,6460.595,6467.3325,27.0,-51.97500000000491,SL,2.5,EUROPE,3
SP500.,SHORT,2025-09-04 09:55:00,2025-09-04 10:00:00,6455.77,6459.216428571429,6459.216428571429,6447.15392857143,13.5,-46.52678571428396,SL,2.5,EUROPE,3
DJ30.,SHORT,2025-09-04 10:20:00,2025-09-04 10:35:00,45246.46,45277.61714285715,45277.61714285715,45168.56714285713,1.3,-40.5042857142922,SL,2.5,EUROPE,3
DJ30.,SHORT,2025-09-05 06:10:00,2025-09-05 06:55:00,45670.46,45678.24571428572,45678.24571428572,45654.888571428564,4.8,-37.37142857144354,SL,2.0,ASIA,4
DJ30.,SHORT,2025-09-08 13:35:00,2025-09-08 14:00:00,45520.45,45536.735714285714,45536.735714285714,45479.73571428571,2.1,-34.20000000000655,SL,2.5,EUROPE,0
DJ30.,SHORT,2025-09-08 13:05:00,2025-09-08 15:05:00,45526.45,45484.66428571429,45543.16428571428,45484.66428571429,2.0,83.57142857142026,TP,2.5,EUROPE,0
NAS100.,SHORT,2025-09-09 04:15:00,2025-09-09 04:55:00,23793.1,23802.85357142857,23802.85357142857,23773.592857142852,4.0,-39.01428571429278,SL,2.0,ASIA,1
DJ30.,SHORT,2025-09-09 04:00:00,2025-09-09 05:10:00,45585.43,45602.383571428574,45602.383571428574,45551.52285714285,2.3,-38.99321428572002,SL,2.0,ASIA,1
SP500.,SHORT,2025-09-09 04:05:00,2025-09-09 05:10:00,6508.08,6510.503571428571,6510.503571428571,6503.232857142857,16.2,-39.26185714285748,SL,2.0,ASIA,1
SP500.,LONG,2025-09-09 05:35:00,2025-09-09 08:15:00,6511.95,6509.95,6509.95,6515.95,13.7,-27.4,SL,2.0,ASIA,1
NAS100.,LONG,2025-09-09 05:20:00,2025-09-09 08:20:00,23817.6,23805.805357142857,23805.805357142857,23841.18928571428,2.3,-27.127678571424983,SL,2.0,ASIA,1
NAS100.,SHORT,2025-09-09 08:45:00,2025-09-09 08:50:00,23813.1,23823.055357142857,23823.055357142857,23788.211607142854,2.2,-21.901785714289147,SL,2.5,EUROPE,1
SP500.,SHORT,2025-09-09 08:35:00,2025-09-09 08:50:00,6508.95,6510.9075,6510.9075,6504.056249999999,11.3,-22.119750000004935,SL,2.5,EUROPE,1
NAS100.,SHORT,2025-09-09 12:55:00,2025-09-09 13:40:00,23835.25,23847.303571428572,23847.303571428572,23805.11607142857,1.4,-16.875000000001453,SL,2.5,EUROPE,1
DJ30.,SHORT,2025-09-09 11:30:00,2025-09-09 14:10:00,45595.93,45623.18714285715,45623.18714285715,45527.78714285714,0.6,-16.354285714287833,SL,2.5,EUROPE,1
SP500.,SHORT,2025-09-09 11:50:00,2025-09-09 15:20:00,6510.8,6512.05,6514.550357142857,6501.424107142858,4.7,-5.875,TIME,2.5,EUROPE,1
NAS100.,SHORT,2025-09-10 04:00:00,2025-09-10 04:25:00,23873.6,23884.01964285714,23884.01964285714,23852.760714285716,1.3,-13.545535714283687,SL,2.0,ASIA,2
DJ30.,SHORT,2025-09-10 09:15:00,2025-09-10 09:20:00,45700.46,45715.46,45715.46,45662.96,0.8,-12.0,SL,2.5,EUROPE,2
NAS100.,SHORT,2025-09-10 11:30:00,2025-09-10 13:10:00,23888.35,23903.483928571426,23903.483928571426,23850.51517857143,0.7,-10.593749999999272,SL,2.5,EUROPE,2
SP500.,LONG,2025-09-10 13:55:00,2025-09-10 15:00:00,6540.14,6545.618571428571,6537.948571428572,6545.618571428571,4.6,25.20142857142582,TP,2.5,EUROPE,2
DJ30.,SHORT,2025-09-11 07:20:00,2025-09-11 08:10:00,45555.41,45528.76714285715,45568.73142857143,45528.76714285715,0.9,23.97857142856956,TP,2.0,ASIA,3
SP500.,LONG,2025-09-11 09:45:00,2025-09-11 10:05:00,6547.56,6544.935357142857,6544.935357142857,6554.121607142858,5.7,-14.960464285715352,SL,2.5,EUROPE,3
NAS100.,LONG,2025-09-11 09:45:00,2025-09-11 13:15:00,23910.15,23931.65,23898.100000000002,23940.275,1.2,25.8,TIME,2.5,EUROPE,3
NAS100.,LONG,2025-09-12 03:35:00,2025-09-12 04:25:00,24013.35,24003.1625,24003.1625,24033.725,1.5,-15.28125,SL,2.0,ASIA,4
NAS100.,LONG,2025-09-12 07:15:00,2025-09-12 07:50:00,24012.85,24023.567857142858,24007.49107142857,24023.567857142858,2.7,28.938214285720463,TP,2.0,ASIA,4
DJ30.,LONG,2025-09-12 06:55:00,2025-09-12 07:55:00,46168.41,46157.338571428576,46157.338571428576,46190.55285714286,1.3,-14.392857142855792,SL,2.0,ASIA,4
SP500.,LONG,2025-09-12 07:10:00,2025-09-12 08:45:00,6592.81,6594.830000000001,6591.8,6594.830000000001,14.5,29.29000000000633,TP,2.0,ASIA,4
NAS100.,SHORT,2025-09-12 10:45:00,2025-09-12 11:10:00,24016.35,23985.457142857143,24028.70714285714,23985.457142857143,1.5,46.339285714282596,TP,2.5,EUROPE,4
SP500.,LONG,2025-09-12 13:55:00,2025-09-12 14:00:00,6586.31,6584.845714285715,6584.845714285715,6589.970714285713,16.1,-23.574999999993725,SL,2.5,EUROPE,4
NAS100.,LONG,2025-09-12 13:25:00,2025-09-12 14:55:00,24016.1,24038.44375,24007.1625,24038.44375,2.6,58.09375,TP,2.5,EUROPE,4
NAS100.,LONG,2025-09-15 01:20:00,2025-09-15 02:30:00,24129.7,24118.54642857143,24118.54642857143,24152.007142857143,2.4,-26.76857142857043,SL,2.0,ASIA,0
NAS100.,LONG,2025-09-15 05:15:00,2025-09-15 05:35:00,24133.95,24125.40535714286,24125.40535714286,24151.039285714283,2.8,-23.924999999995634,SL,2.0,ASIA,0
SP500.,LONG,2025-09-15 04:45:00,2025-09-15 08:15:00,6592.7,6594.2,6590.749642857143,6596.600714285713,12.5,18.75,TIME,2.0,ASIA,0
NAS100.,SHORT,2025-09-15 11:10:00,2025-09-15 14:00:00,24127.2,24149.941071428573,24149.941071428573,24070.34732142857,1.0,-22.741071428572468,SL,2.5,EUROPE,0
SP500.,LONG,2025-09-15 13:45:00,2025-09-15 15:00:00,6599.95,6604.845535714286,6597.9917857142855,6604.845535714286,12.2,59.725535714287616,TP,2.5,EUROPE,0
DJ30.,SHORT,2025-09-16 12:30:00,2025-09-16 15:50:00,45942.78,45897.77107142856,45960.783571428576,45897.77107142856,1.5,67.51339285716313,TP,2.5,EUROPE,1
SP500.,LONG,2025-09-17 01:30:00,2025-09-17 02:30:00,6620.14,6617.938928571429,6617.938928571429,6624.5421428571435,15.6,-34.33671428571688,SL,2.0,ASIA,2
NAS100.,SHORT,2025-09-17 03:40:00,2025-09-17 04:00:00,24313.08,24322.356785714288,24322.356785714288,24294.52642857143,3.3,-30.61339285714457,SL,2.0,ASIA,2
SP500.,SHORT,2025-09-17 04:15:00,2025-09-17 05:10:00,6617.89,6614.1621428571425,6619.753928571429,6614.1621428571425,14.9,55.54507142858165,TP,2.0,ASIA,2
DJ30.,SHORT,2025-09-17 03:40:00,2025-09-17 05:15:00,45818.08,45785.22285714286,45834.508571428574,45785.22285714286,1.8,59.14285714286088,TP,2.0,ASIA,2
NAS100.,SHORT,2025-09-17 04:20:00,2025-09-17 05:15:00,24318.58,24302.33714285714,24326.701428571432,24302.33714285714,3.4,55.22571428572701,TP,2.0,ASIA,2
DJ30.,LONG,2025-09-17 08:55:00,2025-09-17 09:10:00,45779.08,45766.61571428572,45766.61571428572,45810.24071428571,3.6,-44.87142857141735,SL,2.5,EUROPE,2
SP500.,SHORT,2025-09-18 09:00:00,2025-09-18 09:30:00,6633.09,6626.919464285714,6635.558214285715,6626.919464285714,16.3,100.57973214286858,TP,2.5,EUROPE,3
NAS100.,SHORT,2025-09-18 09:00:00,2025-09-18 09:45:00,24385.48,24397.7925,24397.7925,24354.69875,3.2,-39.400000000000006,SL,2.5,EUROPE,3
DJ30.,LONG,2025-09-18 10:05:00,2025-09-18 11:00:00,46224.08,46289.16035714286,46198.04785714286,46289.16035714286,1.7,110.6366071428536,TP,2.5,EUROPE,3
SP500.,LONG,2025-09-18 10:35:00,2025-09-18 11:00:00,6637.86,6649.10732142857,6633.361071428571,6649.10732142857,10.3,115.84741071427207,TP,2.5,EUROPE,3
NAS100.,LONG,2025-09-18 10:50:00,2025-09-18 11:45:00,24443.73,24490.78357142857,24424.908571428572,24490.78357142857,2.4,112.92857142856519,TP,2.5,EUROPE,3
SP500.,LONG,2025-09-19 01:10:00,2025-09-19 01:35:00,6650.99,6648.354642857143,6648.354642857143,6656.260714285714,30.5,-80.37839285714381,SL,2.0,ASIA,4
DJ30.,LONG,2025-09-19 01:00:00,2025-09-19 01:45:00,46280.78,46254.442500000005,46254.442500000005,46333.45499999999,3.0,-79.01249999998254,SL,2.0,ASIA,4
NAS100.,LONG,2025-09-19 02:00:00,2025-09-19 03:10:00,24517.33,24504.136785714287,24504.136785714287,24543.71642857143,4.8,-63.32742857143166,SL,2.0,ASIA,4
DJ30.,SHORT,2025-09-19 03:50:00,2025-09-19 04:35:00,46238.08,46262.544285714284,46262.544285714284,46189.15142857144,2.3,-56.26785714284997,SL,2.0,ASIA,4
SP500.,SHORT,2025-09-19 03:50:00,2025-09-19 04:40:00,6643.69,6647.203571428571,6647.203571428571,6636.662857142856,16.5,-57.973928571431316,SL,2.0,ASIA,4
DJ30.,LONG,2025-09-19 11:40:00,2025-09-19 13:00:00,46205.58,46177.17285714286,46177.17285714286,46276.59785714286,1.6,-45.45142857142491,SL,2.5,EUROPE,4
SP500.,LONG,2025-09-19 11:45:00,2025-09-19 14:50:00,6640.14,6646.811428571429,6637.471428571429,6646.811428571429,17.5,116.75000000000409,TP,2.5,EUROPE,4
NAS100.,LONG,2025-09-19 11:50:00,2025-09-19 14:55:00,24485.83,24517.749642857147,24473.062142857143,24517.749642857147,3.6,114.91071428572177,TP,2.5,EUROPE,4
SP500.,SHORT,2025-09-22 02:20:00,2025-09-22 03:00:00,6664.55,6666.6025,6666.6025,6660.445000000001,31.8,-65.26949999999306,SL,2.0,ASIA,0
NAS100.,LONG,2025-09-22 06:30:00,2025-09-22 07:40:00,24641.85,24634.0375,24634.0375,24657.475,7.5,-58.59375,SL,2.0,ASIA,0
SP500.,LONG,2025-09-22 06:20:00,2025-09-22 08:50:00,6666.35,6664.703214285714,6664.703214285714,6669.643571428573,35.7,-58.79025000001466,SL,2.0,ASIA,0
DJ30.,LONG,2025-09-22 06:30:00,2025-09-22 09:00:00,46304.45,46292.87857142857,46292.87857142857,46327.59285714285,5.0,-57.85714285713766,SL,2.0,ASIA,0
NAS100.,SHORT,2025-09-22 08:50:00,2025-09-22 09:10:00,24629.85,24611.4125,24637.225,24611.4125,7.1,130.90625,TP,2.5,EUROPE,0
DJ30.,SHORT,2025-09-22 09:15:00,2025-09-22 10:10:00,46286.45,46242.96785714286,46303.84285714285,46242.96785714286,3.1,134.79464285712675,TP,2.5,EUROPE,0
SP500.,SHORT,2025-09-22 13:55:00,2025-09-22 15:45:00,6650.85,6653.607857142858,6653.607857142858,6643.955357142857,24.6,-67.84328571429633,SL,2.5,EUROPE,0
SP500.,LONG,2025-09-23 03:00:00,2025-09-23 03:10:00,6702.37,6700.326428571429,6700.326428571429,6706.457142857143,29.9,-61.10278571428307,SL,2.0,ASIA,1
DJ30.,LONG,2025-09-23 03:10:00,2025-09-23 06:40:00,46442.45,46447.45,46425.08928571428,46477.171428571426,3.5,17.5,TIME,2.0,ASIA,1
DJ30.,SHORT,2025-09-23 06:55:00,2025-09-23 07:30:00,46441.45,46422.135714285716,46451.10714285714,46422.135714285716,5.8,112.02285714283062,TP,2.0,ASIA,1
SP500.,LONG,2025-09-23 09:05:00,2025-09-23 10:05:00,6701.87,6699.304642857142,6699.304642857142,6708.283392857144,26.5,-67.98196428572282,SL,2.5,EUROPE,1
NAS100.,LONG,2025-09-23 10:40:00,2025-09-23 13:40:00,24789.59,24775.00964285714,24775.00964285714,24826.04089285715,4.1,-59.77946428572067,SL,2.5,EUROPE,1
SP500.,LONG,2025-09-23 10:45:00,2025-09-23 13:40:00,6700.49,6697.325357142857,6697.325357142857,6708.401607142858,19.3,-61.07760714286005,SL,2.5,EUROPE,1
NAS100.,LONG,2025-09-24 01:05:00,2025-09-24 02:55:00,24645.99,24630.879285714283,24630.879285714283,24676.211428571438,3.2,-48.35428571429802,SL,2.0,ASIA,2
NAS100.,SHORT,2025-09-24 03:35:00,2025-09-24 03:45:00,24622.49,24634.843571428573,24634.843571428573,24597.782857142858,3.5,-43.23750000000109,SL,2.0,ASIA,2
DJ30.,SHORT,2025-09-24 05:00:00,2025-09-24 05:15:00,46367.45,46383.774999999994,46383.774999999994,46334.8,2.4,-39.179999999993015,SL,2.0,ASIA,2
SP500.,SHORT,2025-09-24 03:55:00,2025-09-24 07:25:00,6668.42,6671.07,6671.408571428571,6662.442857142858,13.3,-35.244999999995166,TIME,2.0,ASIA,2
SP500.,LONG,2025-09-24 06:15:00,2025-09-24 07:45:00,6668.92,6671.825714285715,6667.467142857143,6671.825714285715,24.7,71.77114285714978,TP,2.0,ASIA,2
NAS100.,LONG,2025-09-24 06:25:00,2025-09-24 07:50:00,24626.49,24639.329285714284,24620.07035714286,24639.329285714284,5.6,71.89999999998253,TP,2.0,ASIA,2
DJ30.,SHORT,2025-09-24 10:15:00,2025-09-24 10:45:00,46362.95,46386.91428571428,46386.91428571428,46303.03928571429,1.9,-45.53214285713693,SL,2.5,EUROPE,2
SP500.,LONG,2025-09-24 10:55:00,2025-09-24 11:25:00,6677.42,6673.5125,6673.5125,6687.188750000001,10.8,-42.20100000000275,SL,2.5,EUROPE,2
NAS100.,SHORT,2025-09-25 07:30:00,2025-09-25 07:50:00,24566.64,24554.282857142854,24572.818571428572,24554.282857142854,6.1,75.37857142858411,TP,2.0,ASIA,3
DJ30.,SHORT,2025-09-25 08:00:00,2025-09-25 09:20:00,46219.45,46192.76696428571,46230.12321428571,46192.76696428571,4.2,112.06875000001747,TP,2.5,EUROPE,3
NAS100.,LONG,2025-09-25 11:35:00,2025-09-25 11:45:00,24545.39,24531.13464285714,24531.13464285714,24581.028392857144,3.9,-55.5958928571461,SL,2.5,EUROPE,3
DJ30.,LONG,2025-09-25 12:20:00,2025-09-25 13:40:00,46203.15,46179.70357142857,46179.70357142857,46261.76607142859,2.1,-49.2375000000131,SL,2.5,EUROPE,3
DJ30.,SHORT,2025-09-26 03:05:00,2025-09-26 03:10:00,45987.45,46011.23214285714,46011.23214285714,45939.885714285716,1.9,-45.18607142856708,SL,2.0,ASIA,4
NAS100.,SHORT,2025-09-26 03:05:00,2025-09-26 03:10:00,24412.14,24425.411428571428,24425.411428571428,24385.597142857143,3.4,-45.122857142856084,SL,2.0,ASIA,4
SP500.,SHORT,2025-09-26 03:20:00,2025-09-26 05:30:00,6612.67,6616.068928571429,6616.068928571429,6605.8721428571425,10.9,-37.04832142857358,SL,2.0,ASIA,4
DJ30.,SHORT,2025-09-26 07:00:00,2025-09-26 07:10:00,45997.45,46014.642857142855,46014.642857142855,45963.06428571428,1.9,-32.66642857143015,SL,2.0,ASIA,4
